tokens_stemmed,bobot_nilai_total,label
"['daerah', 'takluk', 'khofifahemil', 'lumbung', 'suara', 'rismagus', 'hans']",1,positif
"['kpu', 'kota', 'probolinggo', 'gelar', 'sosialisasi', 'didik', 'pilih', 'nonton', 'bareng', 'film', 'tepat', 'janji', 'smk', 'negeri', 'kota', 'probolinggo', 'senin']",-2,negatif
"['artis', 'dike', 'sabrina', 'hibur', 'serta', 'colour', 'fun', 'run', 'sosialisasi', 'didik', 'pilih', 'pilgub', 'jatim', 'pilwali', 'kota', 'probolinggo', 'minggu']",1,positif
"['kpu', 'kota', 'probolinggo', 'sedia', 'doorprize', 'serta', 'colour', 'fun', 'run', 'hadiah', 'utama', 'sepeda', 'motor', 'minggu']",4,positif
"['pj', 'wali', 'probolinggo', 'lepas', 'serta', 'colour', 'fun', 'run', 'pilih', 'wali', 'kota', 'wakil', 'wali', 'kota', 'probolinggo', 'minggu']",-4,negatif
"['waaaahh', 'bahaya', 'tah', 'risma', 'pasang', 'anak', 'down', 'syndrome', 'baliho', 'organisasi', 'disabilitas', 'tindak', 'portal', 'berita', 'senayan', 'panas', 'siang']",-7,negatif
"['kpu', 'kota', 'probolinggo', 'gelar', 'upacara', 'ingat', 'sumpah', 'pemuda', 'oktober']",1,positif
"['kpu', 'kota', 'probolinggo', 'selamat', 'sukses', 'salamul', 'huda', 'ketua', 'pc', 'gp', 'ansor', 'kota', 'probolinggo', 'moga', 'bawa', 'ansor', 'arah']",-1,negatif
"['kpu', 'kota', 'probolinggo', 'selamat', 'sumpah', 'pemuda', 'oktober']",5,positif
"['kpu', 'kota', 'probolinggo', 'mengumkan', 'syarat', 'pindah', 'pilih', 'daftar', 'pilih', 'pindah', 'dptb']",-11,negatif
"['ra', 'imam', 'jengkel', 'pdip', 'depan', 'menang', 'rismagus', 'hans']",-7,negatif
"['kelakar', 'gus', 'hans', 'bu', 'risma', 'marahmarah', 'ramahramah']",-4,negatif
"['seru', 'coloun', 'fun', 'run', 'pilwali', 'gelar', 'kpu', 'kota', 'probolinggo']",1,positif
"['ansor', 'jatim', 'netral', 'pilgub', 'pribadi', 'ketua', 'dukung', 'khofifahemil']",4,positif
"['calon', 'gubernur', 'jawa', 'timur', 'nomor', 'urut', 'khofifah', 'indar', 'parawansa', 'kunjung', 'sapa', 'karyawan', 'direksi', 'po', 'bus', 'bagong', 'dau', 'kabupaten', 'malang']",-5,negatif
"['polda', 'jawa', 'timur', 'awal', 'kirim', 'logistik', 'pilih', 'kepala', 'daerah', 'serentak', 'daerah', 'kabupatenkota', 'sejatim']",3,positif
"['jatim', 'maju']",0,netral
"['calon', 'gubernur', 'jawa', 'timur', 'nomor', 'urut', 'khofifah', 'indar', 'parawansa', 'blusukan', 'pasar', 'blimbing', 'malang', 'jumat', 'oktober']",-3,negatif
"['bangun', 'rata', 'jawa', 'timur', 'bukti', 'kerja', 'bu', 'khofifah']",-4,negatif
"['usung', 'gerindra', 'pilgub', 'jatim', 'gus', 'hans', 'tegak', 'lurus', 'prabowo']",4,positif
"['luluk', 'canggung', 'kritik', 'pasar', 'yamusari', 'surabaya', 'beban']",-14,negatif
"['panwascam', 'sukomanunggal', 'resmi', 'buka', 'pojok', 'awas', 'tempat', 'warung', 'kopi', 'bocah', 'nekat', 'store', 'simomulyo', 'wadah', 'awas', 'asn', 'aparat']",-7,negatif
"['sambang', 'pasar', 'lawang', 'malang', 'emil', 'dardak', 'sambut', 'riah', 'dagang', 'masyarakat', 'sambut', 'emil', 'arumi', 'langsung', 'kerumun', 'masyarakat', 'salam', 'via', 'beritajatimcom']",9,positif
"['panwascam', 'bulak', 'resmi', 'luncur', 'pojok', 'awas', 'sentra', 'ikan', 'bulak', 'harap', 'peran', 'aktif', 'warga', 'awas', 'pilih', 'kepala', 'daerah']",-2,negatif
"['cagub', 'khofifah', 'bagibagi', 'bbm', 'ojol', 'spbu', 'sidoarjo', 'calon', 'gubernur', 'jawa', 'timur', 'nomor', 'urut', 'khofifah', 'indar', 'parawansa', 'bantu', 'bbm', 'bahan', 'bakar', 'minyak', 'kendara', 'via', 'beritajatimcom']",-6,negatif
"['rawan', 'bas', 'masyarakat', 'jamur', 'tumbuh', 'daerah', 'menang', 'khofifahemil', 'pilgub', 'jatim']",-6,negatif
"['emil', 'dardak', 'bangga', 'pabrik', 'sepatu', 'new', 'balance', 'nganjuk', 'calon', 'wakil', 'gubernur', 'jawa', 'timur', 'emil', 'dardak', 'sembunyi', 'bangga', 'unjung', 'pt', 'sukses', 'abadi', 'via', 'beritajatimcom']",16,positif
"['kabupaten', 'tunjuk', 'seni', 'level', 'dunia', 'jawa', 'timur', 'luluklukman', 'lukmanulkhakim', 'lulukhamidah']",-4,negatif
"['jatim', 'maju', 'prestasi', 'gerbang', 'nusantara']",0,netral
"['closing', 'statement', 'kelas', 'bu', 'khofifah']",-3,negatif
"['closing', 'statement', 'kelas']",-3,negatif
"['tampil', 'malam', 'bukti', 'siap', 'asalasalan', 'heueheuehue']",-5,negatif
"['nilai', 'ku', 'bu', 'risma', 'maksimal', 'bu', 'luluk', 'jual', 'janji', 'bu', 'khofifah', 'ikut', 'debat', 'mvp', 'nya', 'bu', 'khofifah', 'sih']",9,positif
"['salut', 'mampu', 'bu', 'khofifah']",-2,negatif
"['bu', 'khofifah', 'top', 'tier', 'sih', 'debat', 'kali']",8,positif
"['santai', 'sih']",2,positif
"['debat', 'pilgub', 'jatim', 'barusan', 'dipungkiri', 'nya', 'paslon', 'khofifahemil', 'dominan']",4,positif
"['luluk', 'nur', 'hamidahlukmanul', 'hakim', 'pimpin', 'hadir', 'pimpin', 'dermawan', 'hadir', 'butuh', 'solutif', 'hadap', 'masyarakat']",-7,negatif
"['nyimak', 'debat', 'seru', 'poll', 'kayak', 'paslon', 'kuasa', 'materi', 'deh', 'main', 'aman', 'banyak', 'lawan']",0,netral
"['cagub', 'jatim', 'paslon', 'luluk', 'nur', 'hamidah', 'singgung', 'hilirasi', 'tani', 'terna', 'ikan', 'dongkrak', 'dorong', 'pulau', 'madura', 'saksi', 'lengkap', 'youtube', 'beritasatu', 'amp', 'kunjung']",-4,negatif
"['nilai', 'ku', 'bu', 'risma', 'maksimal', 'bu', 'luluk', 'jual', 'janji', 'bu', 'khofifah', 'ikut', 'debat', 'mvp', 'nya', 'bu', 'khofifah', 'sih']",9,positif
"['rating', 'debat', 'bu', 'khofifah', 'mas', 'emil', 'bu', 'risma', 'gus', 'hans', 'bu', 'luluk', 'gus', 'hans', 'so', 'far', 'iya', 'bu', 'khofifah', 'mas', 'emil', 'unggul', 'sampai', 'bagus', 'paham', 'materi', 'dalam', 'cocok', 'pokok']",3,positif
"['masyarakat', 'jawa', 'timur', 'dunia', 'digital', 'luluk', 'nur', 'hamidahlukmanul', 'hakim', 'hadir', 'juta', 'umkm', 'jawa', 'timur', 'manfaat', 'teknologi', 'marketing', 'digital', 'miskin']",0,netral
"['bu', 'luluk', 'mas', 'lukman', 'bu', 'khofifah', 'mas', 'emil', 'bu', 'risma', 'gus', 'hans']",0,netral
"['lukmanul', 'dakwah', 'masuk', 'koridor', 'budaya', 'budaya', 'masuk', 'koridor', 'dakwah', 'ungkap', 'debat', 'perdana', 'cagub', 'cawagub', 'provinsi', 'jawa', 'timur']",-3,negatif
"['sesi', 'pasang', 'calon', 'pilgub', 'jatim', 'warna', 'strategi', 'tingkat', 'ekonomi', 'warga', 'madura']",5,positif
"['debat', 'pilgub', 'jatim', 'malam', 'stabil', 'cari', 'aman', 'paslon', 'tahana', 'coba', 'serang', 'enas', 'heuheueu']",-6,negatif
"['luluk', 'nur', 'hamidah', 'lindung', 'jamin', 'sehat', 'korbankorban', 'keras', 'sksual', 'kdrt', 'orangorang', 'milik', 'kerja', 'risiko', 'nelayan', 'tani']",2,positif
"['risma', 'infrastruktur', 'madura', 'temu', 'titik', 'kurang', 'air', 'kunjung']",-5,negatif
"['seru', 'nonton', 'debat', 'pilgub', 'kemarin', 'lihat', 'pilgub', 'dki', 'skrang', 'jatim', 'panas', 'hawa', 'hawa', 'nya']",-1,negatif
"['emil', 'dardak', 'transformasi', 'digital', 'umkm', 'contoh', 'umkm']",0,netral
"['khofifah', 'perintah', 'provinsi', 'jawa', 'timur', 'kirim', 'awat', 'desa', 'jawa', 'timur', 'debat', 'perdana', 'cagub', 'cawagub', 'provinsi', 'jawa', 'timur']",10,positif
"['emil', 'dardak', 'program', 'khofifahemil', 'program', 'tunjang', 'jaga', 'situs', 'cagar', 'budaya']",2,positif
"['tingkat', 'layan', 'kanker', 'jantung', 'stroke', 'uronefrologi', 'kjsu', 'jawa', 'timur', 'luluk', 'nur', 'hamidah', 'utama', 'cegah', 'mudah', 'screening', 'latih', 'tenaga', 'sehat']",11,positif
"['debat', 'perdana', 'pilgub', 'jawa', 'timur', 'salah', 'satu', 'program', 'pasang', 'calon', 'tangan', 'sakit', 'kanker', 'jantung', 'stroke', 'ginjal']",1,positif
"['papar', 'visi', 'misi', 'debat', 'perdana', 'pilih', 'kepala', 'daerah', 'jawa', 'timur', 'khofifah', 'indar', 'parawansaemil', 'dardak', 'jawa', 'timur', 'gerbang', 'nusantara']",0,netral
"['pasang', 'cagubcawagub', 'jatim', 'nomor', 'urut', 'luluklukambertekad', 'bawa', 'jatim', 'sejahtera', 'daya', 'saing', 'iklusifm', 'wawas', 'lingkung', 'dunia']",1,positif
"['sekmen', 'debat', 'srikandi', 'pilgub', 'jawa', 'timur', 'awal', 'unggul', 'public', 'speaking', 'papar', 'to', 'the', 'point', 'bu', 'khofifah']",0,netral
"['debat', 'publik', 'perdana', 'pilgub', 'jatim', 'awal', 'papar', 'visi', 'misi', 'pasang', 'calon', 'masingmasing', 'milik', 'menit']",7,positif
"['pdi', 'juang', 'optimis', 'pasang', 'calon', 'usung', 'risma', 'gus', 'hans', 'kuasa', 'jalan', 'debat', 'publik', 'pilgub', 'jatim']",10,positif
"['sopo', 'senang', 'streaming', 'iki', 'rek']",1,positif
"['deg', 'deg', 'ann', 'bjirrr', 'mauu', 'nonton', 'debat', 'pilgubb', 'calon', 'tokoh', 'perempuan']",3,positif
"['komisi', 'pilih', 'kpu', 'jawa', 'timur', 'gelar', 'debat', 'publik', 'pilgub', 'jatim', 'graha', 'unesa', 'surabaya', 'jumat', 'oktober']",8,positif
"['komisi', 'pilih', 'kpu', 'jawa', 'timur', 'selenggara', 'debat', 'perdana', 'pilih', 'gubernur', 'jawa', 'timur', 'jumat', 'oktober', 'malam']",6,positif
"['debat', 'pilgub', 'jatim', 'perdana', 'ikut', 'paslon', 'gelar', 'graha', 'unesa', 'surabaya', 'jumat', 'oktober', 'wib']",4,positif
"['polisi', 'daerah', 'polda', 'jawa', 'timur', 'skema', 'lintas', 'lancar', 'jalan', 'debat', 'pilgub', 'jatim']",5,positif
"['tujuh', 'panelis', 'debat', 'perdana', 'pilgub', 'jatim', 'politis', 'simak', 'profil', 'latar', 'belakang', 'hasil', 'rapat', 'pleno', 'kpu', 'jatim', 'tetap', 'tujuh', 'panelis', 'unsur', 'akademisi', 'debat', 'via', 'beritajatimcom']",8,positif
"['polda', 'jatim', 'siaga', 'personel', 'aman', 'jalan', 'debat', 'pilgub', 'jatim', 'gedung', 'graha', 'unesa', 'surabaya', 'jumat', 'oktober']",5,positif
"['kpu', 'jawa', 'timur', 'resmi', 'tujuh', 'orang', 'panelis', 'daftar', 'debat', 'publik', 'pilgub', 'jatim']",3,positif
"['dengar', 'insentif', 'ustadz', 'rp', 'ribu', 'air', 'mata', 'risma', 'tumpah']",2,positif
"['pasang', 'calon', 'paslon', 'gubernur', 'wakil', 'gubernur', 'jawa', 'timur', 'jatim', 'lapor', 'dana', 'kampanye', 'komisi', 'pilih', 'kpu', 'jatim']",14,positif
"['calon', 'gubernur', 'jawa', 'timur', 'khofifah', 'indar', 'parawansa', 'turun', 'blusukan', 'pasar', 'kabupaten', 'sidoarjo', 'rabu', 'oktober']",-2,negatif
"['jaga', 'nusantara', 'bu', 'nyai', 'deklarasi', 'dukung', 'rismagus', 'hans', 'gelombang', 'dukung', 'pasang', 'rismagus', 'hans', 'calon', 'gubernur', 'wakil', 'gubernur', 'jawa', 'timur', 'kuat', 'ikut', 'via', 'beritajatimcom']",4,positif
"['eri', 'cahyadi', 'ngegas', 'ajak', 'warga', 'pilih', 'risma', 'coblos', 'emak', 'e', 'arek', 'suroboyo']",-1,negatif
"['pdip', 'surabaya', 'risma', 'gratis', 'smasmk', 'negeri', 'sejatim', 'eri', 'tingkat', 'bangun']",5,positif
"['lulukkhofifahrisma', 'jatah', 'kali', 'debat', 'pilgub', 'jatim', 'catat', 'tanggal', 'main', 'tempat']",-2,negatif
"['kpu', 'pilih', 'panelis', 'debat', 'pilgub', 'jatim', 'akademisi', 'alas']",1,positif
"['lawan', 'khofifahemil', 'panggung', 'debat', 'pilgub', 'jatim', 'gus', 'hans', 'beban']",-5,negatif
"['eri', 'cahyadi', 'dukung', 'rismagus', 'hans', 'senang', 'bershalawat', 'dzikir', 'berani', 'tutup', 'dolly']",3,positif
"['video', 'temu', 'influencer', 'risma', 'nama', 'gubernur', 'jatim']",2,positif
"['kampanye', 'kampung', 'pdip', 'surabaya', 'rismagus', 'hans', 'eriarmuji', 'rakyat']",3,positif
"['menang', 'khofifahemil', 'pks', 'jatim', 'kerah', 'emakemak', 'jurkam']",-1,negatif
"['survei', 'arci', 'khofifahemil', 'lejit', 'tinggal', 'rismagus', 'hans', 'luluklukman', 'buncit']",-5,negatif
"['elektabilitas', 'khofifahemil', 'capai', 'arci', 'gerindra', 'lokomotif', 'sumbang', 'elektoral']",-5,negatif
"['rektor', 'unair', 'surabaya', 'prof', 'moh', 'nasih', 'panggil', 'kpu', 'jatim', 'kait', 'panelis', 'tugas', 'debat']",2,positif
"['ajar', 'pilpres', 'kemarin', 'politik', 'offensive', 'bawa', 'maju', 'elektoral', 'signifikan', 'politik', 'santun', 'damai']",-4,negatif
"['elektabilitas', 'cagubcawagub', 'jatim', 'survei', 'baru', 'arci']",0,netral
"['calon', 'gubernur', 'jawa', 'timur', 'nomor', 'urut', 'tri', 'rismaharini', 'kunjung', 'pondok', 'pesantren', 'al', 'fatah', 'temboro', 'magetan', 'jawa', 'timur']",0,netral
"['risma', 'dorong', 'diversifikasi', 'produk', 'umkm', 'kripik', 'tempe', 'ngawi', 'cagub', 'jatim', 'nomor', 'urut', 'tri', 'rismaharini', 'kunjung', 'sentra', 'buat', 'keripik', 'tempe', 'desa', 'karangtengah', 'via', 'beritajatimcom']",4,positif
"['calon', 'walikota', 'surabaya', 'eri', 'cahyadi', 'nyata', 'komitmen', 'kampanye', 'didik', 'gratis', 'telur', 'paslon', 'rismagus', 'hans']",9,positif
"['indopol', 'survey', 'rilis', 'hasil', 'elektabilitas', 'pilgub', 'jawa', 'timur', 'hasil', 'pasang', 'khofifah', 'indar', 'parawansaemil', 'dardak', 'urut', 'atas']",9,positif
"['bismillah', 'menang', 'nggeh', 'bu', 'pimpin', 'jatim']",3,positif
"['calon', 'gubernur', 'nomor', 'urut', 'luluk', 'nur', 'hamidah', 'komitmen', 'prioritas', 'laku', 'umkm', 'daya', 'saing', 'kelas']",-3,negatif
"['jadwal', 'kampanye', 'akbar', 'tiga', 'paslon', 'pilgub', 'jatim', 'komisi', 'pilih', 'kpu', 'provinsi', 'jawa', 'timur', 'umum', 'jadwal', 'kampanye', 'akbar', 'pasang', 'calon', 'gubernur', 'via', 'beritajatimcom']",12,positif
"['dprd', 'surabaya', 'harap', 'masyarakat', 'tumbuh', 'sikap', 'dewasa', 'politik', 'jelang', 'coblos', 'pilih', 'kepala', 'daerah', 'serentak']",7,positif
"['putar', 'debat', 'november', 'calon', 'gubernur', 'papar', 'solusi', 'masalah', 'jawa', 'timur', 'siap', 'kenal', 'calon', 'pimpin']",1,positif
"['debat', 'pilgub', 'jatim', 'momen', 'tentu', 'pimpin', 'jawa', 'timur', 'lewat', 'sempat', 'dengar', 'solusi', 'calon', 'gubernur']",2,positif
"['solusi', 'risma', 'mahasiswa', 'putus', 'kuliah', 'kerja', 'calon', 'gubernur', 'jawa', 'timur', 'tri', 'rismaharini', 'dilema', 'mahasiswa', 'surabaya', 'putus', 'kuliah', 'via', 'beritajatimcom']",-4,negatif
"['kpu', 'jatim', 'gelar', 'debat', 'perdana', 'pilgub', 'jatim', 'tema', 'butuh', 'dasar', 'surabaya', 'oktober']",0,netral
"['khofifah', 'hadap', 'debat', 'momentum', 'pas', 'papar', 'capai', 'pimpin', 'jawa', 'timur']",5,positif
"['kpu', 'surabaya', 'sosialisasi', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'pesantren', 'sekolah', 'kampus', 'tingkat', 'partisipasi', 'pilih', 'mula']",3,positif
"['khofifah', 'pabrik', 'kertas', 'pt', 'tjiwi', 'kimia', 'calon', 'gubernur', 'cagub', 'jawa', 'timur', 'nomor', 'urut', 'khofifah', 'indar', 'paransa', 'ajak', 'golong', 'putih', 'golong', 'putih', 'pilih', 'kepala', 'via', 'beritajatimcom']",-9,negatif
"['bentuk', 'sosialisasi', 'kpu', 'kota', 'surabaya', 'serta', 'jajar', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'camat', 'kota', 'surabaya']",5,positif
"['cagub', 'jatim', 'nomor', 'urut', 'luluk', 'nur', 'hamidah', 'komitmen', 'perhati', 'nasih', 'anak', 'korban', 'keras', 'anak']",-10,negatif
"['baca', 'trend', 'dukung', 'politik', 'khofifah', 'pilih', 'gubernur', 'pilgub', 'jawa', 'timur', 'jatim', 'helat', 'kali', 'empat', 'demokrasi', 'elektoral', 'provinsi', 'duduk', 'via', 'beritajatimcom']",3,positif
"['pdi', 'juang', 'kota', 'surabaya', 'gencar', 'menang', 'jago', 'pilih', 'kepala', 'daerah', 'serentak', 'warga', 'rw', 'kalirungkut']",2,positif
"['narasi', 'mesra', 'khofifah', 'eri', 'cahyadi', 'lantang', 'ajak', 'coblos', 'rismagus', 'hans']",1,positif
"['risma', 'janji', 'kapal', 'nelayan', 'pantai', 'duta', 'tekan', 'lestari', 'laut', 'calon', 'gubernur', 'jawa', 'timur', 'pdip', 'tri', 'rismaharini', 'kunjung', 'kampanye', 'kabupaten', 'via', 'beritajatimcom']",3,positif
"['dukung', 'tokoh', 'ulama', 'jawa', 'timur', 'kian', 'kuat', 'khofifahemil', 'dukung', 'jaring', 'tokoh', 'ulama', 'jawa', 'timur', 'alir', 'deras', 'pasang', 'khofifahemil', 'via', 'beritajatimcom']",19,positif
"['temu', 'influencer', 'risma', 'nama', 'gubernur', 'jatim', 'lauhul', 'mahfudz']",2,positif
"['djarot', 'hidayat', 'hadap', 'emakemak', 'risma', 'gubernur', 'smasmk', 'negeri', 'sejatim', 'gratis']",4,positif
"['percaya', 'tumbang', 'khofifah', 'risma', 'pilgub', 'jatim', 'luluk', 'lengkap']",-3,negatif
"['narasi', 'mesra', 'khofifah', 'eri', 'cahyadi', 'lantang', 'ajak', 'coblos', 'rismagus', 'hans']",1,positif
"['angkring', 'bolonemase', 'daya', 'rawan', 'jatim', 'ngawi', 'organisasi', 'rawan', 'bolonemase', 'luncur', 'program', 'kerja', 'tajuk', 'angkring', 'via', 'beritajatimcom']",-5,negatif
"['risma', 'percaya', 'debat', 'perdana', 'pilgub', 'jatim', 'calon', 'gubernur', 'jawa', 'timur', 'tri', 'rismaharini', 'sapa', 'risma', 'siap', 'khusus', 'via', 'beritajatimcom']",6,positif
"['risma', 'tanggap', 'hasil', 'survei', 'pilgub', 'jatim', 'tri', 'rismaharini', 'tanggap', 'santai', 'hasil', 'survei', 'keluar', 'indikator', 'politik', 'indonesia', 'temu', 'gen', 'z', 'kota', 'malang', 'via', 'beritajatimcom']",6,positif
"['cawagub', 'pkb', 'lukmanul', 'siap', 'program', 'juta', 'umkm', 'jatim', 'sektor', 'usaha', 'mikro', 'tengah', 'umkm', 'andal', 'lukmanul', 'khakim', 'calon', 'wakil', 'gubernur', 'jawa', 'timur', 'nomor', 'urut', 'via', 'beritajatimcom']",3,positif
"['ikhtiar', 'baik']",1,positif
"['kunjung', 'masjid', 'tegalsari', 'ponorogo', 'risma', 'nostalgia', 'calon', 'gubernur', 'provinsi', 'jawa', 'timur', 'jatim', 'nomor', 'urut', 'tri', 'rismaharini', 'risma', 'kunjung', 'kabupaten', 'ponorogo', 'via', 'beritajatimcom']",3,positif
"['khofifah', 'indar', 'parawansa', 'dukung', 'ribu', 'kerja', 'sigaret', 'kretek', 'tangan', 'sakit', 'tuban']",2,positif
"['risma', 'peduli', 'elektabilitasnya', 'kalah', 'khofifah', 'mikir', 'kanalnewsc']",-2,negatif
"['luluk', 'nur', 'hamidah', 'ziarah', 'makam', 'tokoh', 'nu', 'muhammadiyah', 'calon', 'gubernur', 'jawa', 'timur', 'luluk', 'nur', 'hamidah', 'sebut', 'ziarah', 'bentuk', 'refleksi', 'tabaruk', 'generasi', 'terus', 'via', 'beritajatimcom']",-4,negatif
"['risma', 'sorot', 'batas', 'dana', 'utama', 'pondok', 'pesantren', 'tri', 'rismaharini', 'calon', 'gubernur', 'jawa', 'timur', 'sorot', 'masalah', 'utama', 'hadap', 'pondok', 'pesantren', 'via', 'beritajatimcom']",-3,negatif
"['ribu', 'kader', 'pdip', 'hadir', 'rakerdasus', 'menang', 'rismagus', 'hans']",-2,negatif
"['dpd', 'pdi', 'juang', 'jawa', 'timur', 'gelar', 'rapat', 'kerja', 'daerah', 'khusus', 'rakerdasus', 'rangka', 'menang', 'rismagus', 'hans', 'pilgub', 'jatim']",1,positif
"['deklarasi', 'kampanye', 'damai', 'paslon', 'nomor', 'khofifah', 'emil', 'ajak', 'masyarakat', 'terap', 'politik']",0,netral
"['deklarasi', 'kampanye', 'damai', 'pilgub', 'jatim', 'pj', 'gubernur', 'pesan', 'damai', 'tugu', 'pahlawan', 'lengkap', 'klik']",-2,negatif
"['undi', 'nomor', 'urut', 'pilgub', 'jatim', 'luluklukman', 'berani', 'bicara', 'antikorupsi']",0,netral
"['salah', 'kelompok', 'dukung', 'prabowogibran', 'brim', 'jatim', 'dukung', 'paslon', 'rismagus', 'hans', 'pilgub', 'jatim']",-1,negatif
"['pdip', 'surabaya', 'gaspol', 'tempel', 'stiker', 'bu', 'rismagus', 'hans', 'eriarmuji', 'target', 'menang', 'pilih', 'kepala', 'daerah', 'surabaya', 'kaderkader', 'pdi', 'juang', 'surabaya', 'tancap', 'gas', 'via', 'beritajatimcom']",-7,negatif
"['paslon', 'gubernur', 'wakil', 'gubernur', 'jawa', 'timur', 'komitmen', 'laksana', 'kampanye', 'damai', 'tahap', 'kampanye', 'pilgub', 'jatim']",6,positif
"['kpu', 'jatim', 'tetap', 'nomor', 'urut', 'paslon', 'serta', 'pilih', 'kepala', 'daerah']",3,positif
['tempur'],0,netral
"['nomor', 'urut', 'pilgub', 'jatim', 'khofifahemil', 'riak', 'kpk', 'lanjut']",-3,negatif
"['pasang', 'calon', 'gubernur', 'wakil', 'gubernur', 'jawa', 'timur', 'luluk', 'nur', 'hamidahlukmanul', 'khakim', 'nomor', 'urut', 'pilgub', 'jatim']",4,positif
"['yelyel', 'resikresik', 'fufufafa', 'heboh', 'undi', 'nomor', 'urut', 'serta', 'pilgub', 'jatim', 'dukung', 'khofifah', 'keroyok', 'dukung', 'tri', 'risma', 'lulu', 'oposan']",5,positif
"['sultan', 'madura', 'h', 'her', 'dukung', 'paslon', 'khofifahemil', 'pilgub', 'jatim', 'lengkap', 'klik', 'link', 'bio', 'for', 'endorsement', 'and', 'information', 'you', 'call', 'or', 'chat']",6,positif
"['rawan', 'beta', 'gibran', 'jatim', 'kritik', 'janji', 'risma', 'sekolah', 'gratis', 'rawan', 'beta', 'gibran', 'jatim', 'kritik', 'program', 'janji', 'calon', 'gubernur', 'jatim', 'nomor', 'urut', 'tri', 'rismaharini', 'sekolah', 'gratis', 'via', 'beritajatimcom']",-12,negatif
"['undi', 'nomor', 'urut', 'pilgub', 'jatim', 'khofifah', 'nomor', 'risma', 'nomor']",0,netral
"['paslon', 'gubernur', 'wakil', 'gubernur', 'jatim', 'khofifahemil', 'nomor', 'urut', 'undi', 'nomor', 'urut', 'pilgub', 'jatim']",0,netral
"['kandidat', 'perempuan', 'rebut', 'nomor', 'urut', 'pilgub', 'jatim', 'lengkap', 'klik']",-3,negatif
"['komisi', 'pilih', 'kpu', 'provinsi', 'jawa', 'timur', 'undi', 'nomor', 'urut', 'pasang', 'calon', 'gubernur', 'cagub', 'calon', 'wakil', 'gubernur', 'cawagub', 'kantor', 'kpu', 'jatim', 'surabaya', 'senin', 'september']",5,positif
"['pecat', 'sekretaris', 'malaysia', 'fufufafa', 'gibran']",-5,negatif
"['paslon', 'gubernur', 'wakil', 'gubernur', 'jatim', 'khofifah', 'indar', 'parawansaemil', 'elestianto', 'dardak', 'ikut', 'undi', 'nomor', 'urut', 'pilgub', 'jatim', 'surabaya']",-3,negatif
"['momen', 'pasang', 'rismagus', 'hans', 'berangkat', 'undi', 'nomor', 'urut', 'kantor', 'dpd', 'pdi', 'juang', 'jawa', 'timur']",0,netral
"['pilgub', 'jatim', 'paslon', 'luluklukman', 'doa', 'diri', 'pondok', 'pesantren', 'bumi', 'sholawat']",-1,negatif
"['ajak', 'kader', 'menang', 'lindrajoko', 'pilih', 'kepala', 'daerah', 'tuban', 'ketua', 'dpc', 'pkb', 'riak', 'huuu']",-2,negatif
"['klaim', 'nahdliyin', 'tulen', 'banding', 'calon', 'luluk', 'hamidah', 'target', 'menang', 'tuban']",2,positif
