Unnamed: 0,tokens_stemmed,bobot_nilai_total,label,Prediksi_Naive_Bayes,Prediksi_Logistic_Regression
166,"['tani', 'bibit', 'durian', 'ripto', 'jatim', 'laju', 'khofifah', 'bantu', 'akses', 'modal', 'maju', 'tani']",0,netral,negatif,netral
167,"['dukung', 'khofifahemil', 'kuat', 'ayo', 'maju', 'pencak', 'silat', 'jatim', 'cipta', 'atlet', 'hebat', 'prestasi']",7,positif,positif,positif
168,"['khofifah', 'kunjung', 'sentra', 'batik', 'sidoarjo', 'apresiasi', 'usaha', 'lokal']",-3,negatif,negatif,negatif
169,"['kerja', 'nyata', 'khofifahemil', 'dagang', 'pasar', 'wadung', 'asri', 'kompak', 'dukung']",9,positif,positif,positif
170,"['layan', 'sehat', 'gratis', 'pasar', 'keling', 'surabaya', 'khofifah', 'ramai', 'kerumun', 'warga']",2,positif,positif,positif
171,"['lsi', 'denny', 'khofifahemil', 'unggul', 'dukung', 'solid']",4,positif,positif,positif
172,"['dukung', 'dagang', 'pasar', 'wadung', 'asri', 'sidoarjo', 'kuat', 'peluang', 'khofifah']",4,positif,positif,positif
173,"['mas', 'ipin', 'khofifah', 'masyarakat', 'pasar', 'subuh', 'trenggalek', 'hangat']",1,positif,positif,positif
174,"['khofifah', 'borong', 'batik', 'sentra', 'batik', 'sidoarjo', 'dukung', 'produk', 'lokal']",8,positif,negatif,positif
175,"['layan', 'sehat', 'gratis', 'khofifah', 'pasar', 'keling', 'surabaya', 'sambut', 'hangat', 'dagang']",8,positif,positif,positif
176,"['komitmen', 'bangun', 'infrastruktur', 'manfaat', 'masyarakat', 'patut', 'contoh']",2,positif,positif,positif
177,"['moga', 'khofifah', 'menang']",0,netral,negatif,netral
178,"['bukti', 'depan']",-3,negatif,negatif,negatif
179,"['gubernur', 'ku', 'jatim', 'all', 'in', 'khofifah']",0,netral,negatif,netral
180,"['daya', 'jatim', 'iya', 'bu']",0,netral,positif,netral
181,"['keren', 'dedikasi', 'tulus']",4,positif,negatif,positif
182,"['kunjung', 'bangkal', 'risma', 'ziarah', 'makam', 'sultan', 'abdul', 'kadirun', 'calon', 'gubernur', 'jatim', 'tri', 'rismaharini', 'ziarah', 'makam', 'sultan', 'abdul', 'kadirun', 'bangkal', 'via', 'beritajatimcom']",-8,negatif,negatif,negatif
183,"['nyala', 'khoff', 'wayahe', 'jatim', 'cerdas']",0,netral,netral,netral
184,"['ero', 'dewe', 'gubenur', 'jatim', 'sopo']",0,netral,negatif,netral
185,"['ingat', 'atas', 'ibuke', 'warga', 'jatim', 'cerdas']",-5,negatif,negatif,netral
186,"['periode', 'wwrga', 'jatim']",0,netral,negatif,negatif
187,"['wayahe', 'jatim', 'cerdas']",0,netral,netral,netral
188,"['kpu', 'kota', 'probolinggo', 'ppk', 'kota', 'probolinggo', 'hadir', 'kosolidasi', 'wilayah', 'pulkada', 'serentak', 'gelar', 'kpu', 'provinsi', 'jawa', 'timur', 'selasarabu']",2,positif,positif,positif
189,['nyala'],0,netral,negatif,netral
190,"['awan', 'cak']",0,netral,negatif,negatif
191,"['ero', 'dewekam', 'sopo', 'song', 'menang']",-1,negatif,negatif,netral
192,"['bulan', 'kampanye', 'bawaslu', 'kota', 'diri', 'terima', 'lapor', 'duga', 'langgar', 'pilih', 'kepala', 'daerah']",4,positif,negatif,negatif
193,"['buseeett', 'lembaga', 'survey', 'menang', 'survei', 'baru', 'pilgub', 'jatim', 'elektabilitas', 'khofifahemil', 'kokoh', 'panas', 'najwa', 'shihab']",-3,negatif,positif,netral
194,"['luluk', 'ngiang', 'gubernur', 'jatim', 'diam', 'tani', 'tembakau', 'ancam', 'sindir', 'khofifah']",-12,negatif,negatif,negatif
195,"['daerah', 'takluk', 'khofifahemil', 'lumbung', 'suara', 'rismagus', 'hans']",1,positif,negatif,positif
196,"['kpu', 'kota', 'probolinggo', 'gelar', 'sosialisasi', 'didik', 'pilih', 'nonton', 'bareng', 'film', 'tepat', 'janji', 'smk', 'negeri', 'kota', 'probolinggo', 'senin']",-2,negatif,positif,negatif
197,"['artis', 'dike', 'sabrina', 'hibur', 'serta', 'colour', 'fun', 'run', 'sosialisasi', 'didik', 'pilih', 'pilgub', 'jatim', 'pilwali', 'kota', 'probolinggo', 'minggu']",1,positif,positif,positif
198,"['kpu', 'kota', 'probolinggo', 'sedia', 'doorprize', 'serta', 'colour', 'fun', 'run', 'hadiah', 'utama', 'sepeda', 'motor', 'minggu']",4,positif,positif,positif
199,"['pj', 'wali', 'probolinggo', 'lepas', 'serta', 'colour', 'fun', 'run', 'pilih', 'wali', 'kota', 'wakil', 'wali', 'kota', 'probolinggo', 'minggu']",-4,negatif,positif,netral
200,"['waaaahh', 'bahaya', 'tah', 'risma', 'pasang', 'anak', 'down', 'syndrome', 'baliho', 'organisasi', 'disabilitas', 'tindak', 'portal', 'berita', 'senayan', 'panas', 'siang']",-7,negatif,negatif,positif
201,"['kpu', 'kota', 'probolinggo', 'gelar', 'upacara', 'ingat', 'sumpah', 'pemuda', 'oktober']",1,positif,positif,positif
202,"['kpu', 'kota', 'probolinggo', 'selamat', 'sukses', 'salamul', 'huda', 'ketua', 'pc', 'gp', 'ansor', 'kota', 'probolinggo', 'moga', 'bawa', 'ansor', 'arah']",-1,negatif,negatif,positif
203,"['kpu', 'kota', 'probolinggo', 'selamat', 'sumpah', 'pemuda', 'oktober']",5,positif,positif,positif
204,"['kpu', 'kota', 'probolinggo', 'mengumkan', 'syarat', 'pindah', 'pilih', 'daftar', 'pilih', 'pindah', 'dptb']",-11,negatif,negatif,negatif
205,"['ra', 'imam', 'jengkel', 'pdip', 'depan', 'menang', 'rismagus', 'hans']",-7,negatif,negatif,negatif
206,"['kelakar', 'gus', 'hans', 'bu', 'risma', 'marahmarah', 'ramahramah']",-4,negatif,negatif,negatif
207,"['seru', 'coloun', 'fun', 'run', 'pilwali', 'gelar', 'kpu', 'kota', 'probolinggo']",1,positif,positif,positif
208,"['ansor', 'jatim', 'netral', 'pilgub', 'pribadi', 'ketua', 'dukung', 'khofifahemil']",4,positif,positif,positif
209,"['calon', 'gubernur', 'jawa', 'timur', 'nomor', 'urut', 'khofifah', 'indar', 'parawansa', 'kunjung', 'sapa', 'karyawan', 'direksi', 'po', 'bus', 'bagong', 'dau', 'kabupaten', 'malang']",-5,negatif,negatif,negatif
210,"['polda', 'jawa', 'timur', 'awal', 'kirim', 'logistik', 'pilih', 'kepala', 'daerah', 'serentak', 'daerah', 'kabupatenkota', 'sejatim']",3,positif,positif,positif
211,"['jatim', 'maju']",0,netral,negatif,netral
212,"['calon', 'gubernur', 'jawa', 'timur', 'nomor', 'urut', 'khofifah', 'indar', 'parawansa', 'blusukan', 'pasar', 'blimbing', 'malang', 'jumat', 'oktober']",-3,negatif,negatif,negatif
213,"['bangun', 'rata', 'jawa', 'timur', 'bukti', 'kerja', 'bu', 'khofifah']",-4,negatif,positif,positif
214,"['usung', 'gerindra', 'pilgub', 'jatim', 'gus', 'hans', 'tegak', 'lurus', 'prabowo']",4,positif,negatif,positif
215,"['luluk', 'canggung', 'kritik', 'pasar', 'yamusari', 'surabaya', 'beban']",-14,negatif,negatif,negatif
216,"['panwascam', 'sukomanunggal', 'resmi', 'buka', 'pojok', 'awas', 'tempat', 'warung', 'kopi', 'bocah', 'nekat', 'store', 'simomulyo', 'wadah', 'awas', 'asn', 'aparat']",-7,negatif,negatif,negatif
217,"['sambang', 'pasar', 'lawang', 'malang', 'emil', 'dardak', 'sambut', 'riah', 'dagang', 'masyarakat', 'sambut', 'emil', 'arumi', 'langsung', 'kerumun', 'masyarakat', 'salam', 'via', 'beritajatimcom']",9,positif,positif,positif
218,"['panwascam', 'bulak', 'resmi', 'luncur', 'pojok', 'awas', 'sentra', 'ikan', 'bulak', 'harap', 'peran', 'aktif', 'warga', 'awas', 'pilih', 'kepala', 'daerah']",-2,negatif,negatif,negatif
219,"['cagub', 'khofifah', 'bagibagi', 'bbm', 'ojol', 'spbu', 'sidoarjo', 'calon', 'gubernur', 'jawa', 'timur', 'nomor', 'urut', 'khofifah', 'indar', 'parawansa', 'bantu', 'bbm', 'bahan', 'bakar', 'minyak', 'kendara', 'via', 'beritajatimcom']",-6,negatif,negatif,negatif
220,"['rawan', 'bas', 'masyarakat', 'jamur', 'tumbuh', 'daerah', 'menang', 'khofifahemil', 'pilgub', 'jatim']",-6,negatif,negatif,negatif
221,"['emil', 'dardak', 'bangga', 'pabrik', 'sepatu', 'new', 'balance', 'nganjuk', 'calon', 'wakil', 'gubernur', 'jawa', 'timur', 'emil', 'dardak', 'sembunyi', 'bangga', 'unjung', 'pt', 'sukses', 'abadi', 'via', 'beritajatimcom']",16,positif,positif,positif
222,"['kabupaten', 'tunjuk', 'seni', 'level', 'dunia', 'jawa', 'timur', 'luluklukman', 'lukmanulkhakim', 'lulukhamidah']",-4,negatif,negatif,negatif
223,"['jatim', 'maju', 'prestasi', 'gerbang', 'nusantara']",0,netral,negatif,netral
224,"['closing', 'statement', 'kelas', 'bu', 'khofifah']",-3,negatif,negatif,negatif
225,"['closing', 'statement', 'kelas']",-3,negatif,negatif,negatif
226,"['tampil', 'malam', 'bukti', 'siap', 'asalasalan', 'heueheuehue']",-5,negatif,negatif,negatif
227,"['nilai', 'ku', 'bu', 'risma', 'maksimal', 'bu', 'luluk', 'jual', 'janji', 'bu', 'khofifah', 'ikut', 'debat', 'mvp', 'nya', 'bu', 'khofifah', 'sih']",9,positif,positif,positif
228,"['salut', 'mampu', 'bu', 'khofifah']",-2,negatif,negatif,positif
229,"['bu', 'khofifah', 'top', 'tier', 'sih', 'debat', 'kali']",8,positif,positif,positif
230,"['santai', 'sih']",2,positif,negatif,positif
231,"['debat', 'pilgub', 'jatim', 'barusan', 'dipungkiri', 'nya', 'paslon', 'khofifahemil', 'dominan']",4,positif,positif,positif
232,"['luluk', 'nur', 'hamidahlukmanul', 'hakim', 'pimpin', 'hadir', 'pimpin', 'dermawan', 'hadir', 'butuh', 'solutif', 'hadap', 'masyarakat']",-7,negatif,negatif,negatif
233,"['nyimak', 'debat', 'seru', 'poll', 'kayak', 'paslon', 'kuasa', 'materi', 'deh', 'main', 'aman', 'banyak', 'lawan']",0,netral,negatif,netral
234,"['cagub', 'jatim', 'paslon', 'luluk', 'nur', 'hamidah', 'singgung', 'hilirasi', 'tani', 'terna', 'ikan', 'dongkrak', 'dorong', 'pulau', 'madura', 'saksi', 'lengkap', 'youtube', 'beritasatu', 'amp', 'kunjung']",-4,negatif,negatif,negatif
235,"['nilai', 'ku', 'bu', 'risma', 'maksimal', 'bu', 'luluk', 'jual', 'janji', 'bu', 'khofifah', 'ikut', 'debat', 'mvp', 'nya', 'bu', 'khofifah', 'sih']",9,positif,positif,positif
236,"['rating', 'debat', 'bu', 'khofifah', 'mas', 'emil', 'bu', 'risma', 'gus', 'hans', 'bu', 'luluk', 'gus', 'hans', 'so', 'far', 'iya', 'bu', 'khofifah', 'mas', 'emil', 'unggul', 'sampai', 'bagus', 'paham', 'materi', 'dalam', 'cocok', 'pokok']",3,positif,positif,positif
237,"['masyarakat', 'jawa', 'timur', 'dunia', 'digital', 'luluk', 'nur', 'hamidahlukmanul', 'hakim', 'hadir', 'juta', 'umkm', 'jawa', 'timur', 'manfaat', 'teknologi', 'marketing', 'digital', 'miskin']",0,netral,negatif,netral
238,"['bu', 'luluk', 'mas', 'lukman', 'bu', 'khofifah', 'mas', 'emil', 'bu', 'risma', 'gus', 'hans']",0,netral,positif,netral
239,"['lukmanul', 'dakwah', 'masuk', 'koridor', 'budaya', 'budaya', 'masuk', 'koridor', 'dakwah', 'ungkap', 'debat', 'perdana', 'cagub', 'cawagub', 'provinsi', 'jawa', 'timur']",-3,negatif,negatif,positif
240,"['sesi', 'pasang', 'calon', 'pilgub', 'jatim', 'warna', 'strategi', 'tingkat', 'ekonomi', 'warga', 'madura']",5,positif,positif,positif
241,"['debat', 'pilgub', 'jatim', 'malam', 'stabil', 'cari', 'aman', 'paslon', 'tahana', 'coba', 'serang', 'enas', 'heuheueu']",-6,negatif,negatif,positif
242,"['luluk', 'nur', 'hamidah', 'lindung', 'jamin', 'sehat', 'korbankorban', 'keras', 'sksual', 'kdrt', 'orangorang', 'milik', 'kerja', 'risiko', 'nelayan', 'tani']",2,positif,negatif,negatif
243,"['risma', 'infrastruktur', 'madura', 'temu', 'titik', 'kurang', 'air', 'kunjung']",-5,negatif,positif,positif
244,"['seru', 'nonton', 'debat', 'pilgub', 'kemarin', 'lihat', 'pilgub', 'dki', 'skrang', 'jatim', 'panas', 'hawa', 'hawa', 'nya']",-1,negatif,positif,positif
245,"['emil', 'dardak', 'transformasi', 'digital', 'umkm', 'contoh', 'umkm']",0,netral,negatif,netral
246,"['khofifah', 'perintah', 'provinsi', 'jawa', 'timur', 'kirim', 'awat', 'desa', 'jawa', 'timur', 'debat', 'perdana', 'cagub', 'cawagub', 'provinsi', 'jawa', 'timur']",10,positif,positif,positif
247,"['emil', 'dardak', 'program', 'khofifahemil', 'program', 'tunjang', 'jaga', 'situs', 'cagar', 'budaya']",2,positif,positif,positif
248,"['tingkat', 'layan', 'kanker', 'jantung', 'stroke', 'uronefrologi', 'kjsu', 'jawa', 'timur', 'luluk', 'nur', 'hamidah', 'utama', 'cegah', 'mudah', 'screening', 'latih', 'tenaga', 'sehat']",11,positif,positif,positif
249,"['debat', 'perdana', 'pilgub', 'jawa', 'timur', 'salah', 'satu', 'program', 'pasang', 'calon', 'tangan', 'sakit', 'kanker', 'jantung', 'stroke', 'ginjal']",1,positif,positif,positif
250,"['papar', 'visi', 'misi', 'debat', 'perdana', 'pilih', 'kepala', 'daerah', 'jawa', 'timur', 'khofifah', 'indar', 'parawansaemil', 'dardak', 'jawa', 'timur', 'gerbang', 'nusantara']",0,netral,positif,netral
251,"['pasang', 'cagubcawagub', 'jatim', 'nomor', 'urut', 'luluklukambertekad', 'bawa', 'jatim', 'sejahtera', 'daya', 'saing', 'iklusifm', 'wawas', 'lingkung', 'dunia']",1,positif,positif,positif
252,"['sekmen', 'debat', 'srikandi', 'pilgub', 'jawa', 'timur', 'awal', 'unggul', 'public', 'speaking', 'papar', 'to', 'the', 'point', 'bu', 'khofifah']",0,netral,positif,positif
253,"['debat', 'publik', 'perdana', 'pilgub', 'jatim', 'awal', 'papar', 'visi', 'misi', 'pasang', 'calon', 'masingmasing', 'milik', 'menit']",7,positif,positif,positif
254,"['pdi', 'juang', 'optimis', 'pasang', 'calon', 'usung', 'risma', 'gus', 'hans', 'kuasa', 'jalan', 'debat', 'publik', 'pilgub', 'jatim']",10,positif,positif,positif
255,"['sopo', 'senang', 'streaming', 'iki', 'rek']",1,positif,negatif,netral
256,"['deg', 'deg', 'ann', 'bjirrr', 'mauu', 'nonton', 'debat', 'pilgubb', 'calon', 'tokoh', 'perempuan']",3,positif,positif,positif
257,"['komisi', 'pilih', 'kpu', 'jawa', 'timur', 'gelar', 'debat', 'publik', 'pilgub', 'jatim', 'graha', 'unesa', 'surabaya', 'jumat', 'oktober']",8,positif,positif,positif
258,"['komisi', 'pilih', 'kpu', 'jawa', 'timur', 'selenggara', 'debat', 'perdana', 'pilih', 'gubernur', 'jawa', 'timur', 'jumat', 'oktober', 'malam']",6,positif,positif,positif
259,"['debat', 'pilgub', 'jatim', 'perdana', 'ikut', 'paslon', 'gelar', 'graha', 'unesa', 'surabaya', 'jumat', 'oktober', 'wib']",4,positif,positif,positif
260,"['polisi', 'daerah', 'polda', 'jawa', 'timur', 'skema', 'lintas', 'lancar', 'jalan', 'debat', 'pilgub', 'jatim']",5,positif,positif,positif
261,"['tujuh', 'panelis', 'debat', 'perdana', 'pilgub', 'jatim', 'politis', 'simak', 'profil', 'latar', 'belakang', 'hasil', 'rapat', 'pleno', 'kpu', 'jatim', 'tetap', 'tujuh', 'panelis', 'unsur', 'akademisi', 'debat', 'via', 'beritajatimcom']",8,positif,positif,positif
262,"['polda', 'jatim', 'siaga', 'personel', 'aman', 'jalan', 'debat', 'pilgub', 'jatim', 'gedung', 'graha', 'unesa', 'surabaya', 'jumat', 'oktober']",5,positif,positif,positif
263,"['kpu', 'jawa', 'timur', 'resmi', 'tujuh', 'orang', 'panelis', 'daftar', 'debat', 'publik', 'pilgub', 'jatim']",3,positif,positif,positif
264,"['dengar', 'insentif', 'ustadz', 'rp', 'ribu', 'air', 'mata', 'risma', 'tumpah']",2,positif,negatif,positif
265,"['pasang', 'calon', 'paslon', 'gubernur', 'wakil', 'gubernur', 'jawa', 'timur', 'jatim', 'lapor', 'dana', 'kampanye', 'komisi', 'pilih', 'kpu', 'jatim']",14,positif,positif,positif
266,"['calon', 'gubernur', 'jawa', 'timur', 'khofifah', 'indar', 'parawansa', 'turun', 'blusukan', 'pasar', 'kabupaten', 'sidoarjo', 'rabu', 'oktober']",-2,negatif,negatif,negatif
267,"['jaga', 'nusantara', 'bu', 'nyai', 'deklarasi', 'dukung', 'rismagus', 'hans', 'gelombang', 'dukung', 'pasang', 'rismagus', 'hans', 'calon', 'gubernur', 'wakil', 'gubernur', 'jawa', 'timur', 'kuat', 'ikut', 'via', 'beritajatimcom']",4,positif,positif,positif
268,"['eri', 'cahyadi', 'ngegas', 'ajak', 'warga', 'pilih', 'risma', 'coblos', 'emak', 'e', 'arek', 'suroboyo']",-1,negatif,negatif,negatif
269,"['pdip', 'surabaya', 'risma', 'gratis', 'smasmk', 'negeri', 'sejatim', 'eri', 'tingkat', 'bangun']",5,positif,positif,positif
270,"['lulukkhofifahrisma', 'jatah', 'kali', 'debat', 'pilgub', 'jatim', 'catat', 'tanggal', 'main', 'tempat']",-2,negatif,positif,positif
271,"['kpu', 'pilih', 'panelis', 'debat', 'pilgub', 'jatim', 'akademisi', 'alas']",1,positif,positif,positif
272,"['lawan', 'khofifahemil', 'panggung', 'debat', 'pilgub', 'jatim', 'gus', 'hans', 'beban']",-5,negatif,negatif,positif
273,"['eri', 'cahyadi', 'dukung', 'rismagus', 'hans', 'senang', 'bershalawat', 'dzikir', 'berani', 'tutup', 'dolly']",3,positif,positif,positif
274,"['video', 'temu', 'influencer', 'risma', 'nama', 'gubernur', 'jatim']",2,positif,positif,positif
275,"['kampanye', 'kampung', 'pdip', 'surabaya', 'rismagus', 'hans', 'eriarmuji', 'rakyat']",3,positif,positif,positif
276,"['menang', 'khofifahemil', 'pks', 'jatim', 'kerah', 'emakemak', 'jurkam']",-1,negatif,negatif,negatif
277,"['survei', 'arci', 'khofifahemil', 'lejit', 'tinggal', 'rismagus', 'hans', 'luluklukman', 'buncit']",-5,negatif,negatif,negatif
278,"['elektabilitas', 'khofifahemil', 'capai', 'arci', 'gerindra', 'lokomotif', 'sumbang', 'elektoral']",-5,negatif,negatif,negatif
279,"['rektor', 'unair', 'surabaya', 'prof', 'moh', 'nasih', 'panggil', 'kpu', 'jatim', 'kait', 'panelis', 'tugas', 'debat']",2,positif,positif,positif
280,"['ajar', 'pilpres', 'kemarin', 'politik', 'offensive', 'bawa', 'maju', 'elektoral', 'signifikan', 'politik', 'santun', 'damai']",-4,negatif,negatif,negatif
281,"['elektabilitas', 'cagubcawagub', 'jatim', 'survei', 'baru', 'arci']",0,netral,positif,netral
282,"['calon', 'gubernur', 'jawa', 'timur', 'nomor', 'urut', 'tri', 'rismaharini', 'kunjung', 'pondok', 'pesantren', 'al', 'fatah', 'temboro', 'magetan', 'jawa', 'timur']",0,netral,positif,positif
283,"['risma', 'dorong', 'diversifikasi', 'produk', 'umkm', 'kripik', 'tempe', 'ngawi', 'cagub', 'jatim', 'nomor', 'urut', 'tri', 'rismaharini', 'kunjung', 'sentra', 'buat', 'keripik', 'tempe', 'desa', 'karangtengah', 'via', 'beritajatimcom']",4,positif,negatif,positif
284,"['calon', 'walikota', 'surabaya', 'eri', 'cahyadi', 'nyata', 'komitmen', 'kampanye', 'didik', 'gratis', 'telur', 'paslon', 'rismagus', 'hans']",9,positif,positif,positif
285,"['indopol', 'survey', 'rilis', 'hasil', 'elektabilitas', 'pilgub', 'jawa', 'timur', 'hasil', 'pasang', 'khofifah', 'indar', 'parawansaemil', 'dardak', 'urut', 'atas']",9,positif,positif,positif
286,"['bismillah', 'menang', 'nggeh', 'bu', 'pimpin', 'jatim']",3,positif,positif,positif
287,"['calon', 'gubernur', 'nomor', 'urut', 'luluk', 'nur', 'hamidah', 'komitmen', 'prioritas', 'laku', 'umkm', 'daya', 'saing', 'kelas']",-3,negatif,negatif,negatif
288,"['jadwal', 'kampanye', 'akbar', 'tiga', 'paslon', 'pilgub', 'jatim', 'komisi', 'pilih', 'kpu', 'provinsi', 'jawa', 'timur', 'umum', 'jadwal', 'kampanye', 'akbar', 'pasang', 'calon', 'gubernur', 'via', 'beritajatimcom']",12,positif,positif,positif
289,"['dprd', 'surabaya', 'harap', 'masyarakat', 'tumbuh', 'sikap', 'dewasa', 'politik', 'jelang', 'coblos', 'pilih', 'kepala', 'daerah', 'serentak']",7,positif,positif,positif
290,"['putar', 'debat', 'november', 'calon', 'gubernur', 'papar', 'solusi', 'masalah', 'jawa', 'timur', 'siap', 'kenal', 'calon', 'pimpin']",1,positif,positif,positif
291,"['debat', 'pilgub', 'jatim', 'momen', 'tentu', 'pimpin', 'jawa', 'timur', 'lewat', 'sempat', 'dengar', 'solusi', 'calon', 'gubernur']",2,positif,positif,positif
292,"['solusi', 'risma', 'mahasiswa', 'putus', 'kuliah', 'kerja', 'calon', 'gubernur', 'jawa', 'timur', 'tri', 'rismaharini', 'dilema', 'mahasiswa', 'surabaya', 'putus', 'kuliah', 'via', 'beritajatimcom']",-4,negatif,negatif,positif
293,"['kpu', 'jatim', 'gelar', 'debat', 'perdana', 'pilgub', 'jatim', 'tema', 'butuh', 'dasar', 'surabaya', 'oktober']",0,netral,positif,netral
294,"['khofifah', 'hadap', 'debat', 'momentum', 'pas', 'papar', 'capai', 'pimpin', 'jawa', 'timur']",5,positif,positif,positif
295,"['kpu', 'surabaya', 'sosialisasi', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'pesantren', 'sekolah', 'kampus', 'tingkat', 'partisipasi', 'pilih', 'mula']",3,positif,positif,positif
296,"['khofifah', 'pabrik', 'kertas', 'pt', 'tjiwi', 'kimia', 'calon', 'gubernur', 'cagub', 'jawa', 'timur', 'nomor', 'urut', 'khofifah', 'indar', 'paransa', 'ajak', 'golong', 'putih', 'golong', 'putih', 'pilih', 'kepala', 'via', 'beritajatimcom']",-9,negatif,negatif,negatif
297,"['bentuk', 'sosialisasi', 'kpu', 'kota', 'surabaya', 'serta', 'jajar', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'camat', 'kota', 'surabaya']",5,positif,positif,negatif
298,"['cagub', 'jatim', 'nomor', 'urut', 'luluk', 'nur', 'hamidah', 'komitmen', 'perhati', 'nasih', 'anak', 'korban', 'keras', 'anak']",-10,negatif,negatif,negatif
299,"['baca', 'trend', 'dukung', 'politik', 'khofifah', 'pilih', 'gubernur', 'pilgub', 'jawa', 'timur', 'jatim', 'helat', 'kali', 'empat', 'demokrasi', 'elektoral', 'provinsi', 'duduk', 'via', 'beritajatimcom']",3,positif,positif,positif
300,"['pdi', 'juang', 'kota', 'surabaya', 'gencar', 'menang', 'jago', 'pilih', 'kepala', 'daerah', 'serentak', 'warga', 'rw', 'kalirungkut']",2,positif,positif,positif
301,"['narasi', 'mesra', 'khofifah', 'eri', 'cahyadi', 'lantang', 'ajak', 'coblos', 'rismagus', 'hans']",1,positif,positif,positif
302,"['risma', 'janji', 'kapal', 'nelayan', 'pantai', 'duta', 'tekan', 'lestari', 'laut', 'calon', 'gubernur', 'jawa', 'timur', 'pdip', 'tri', 'rismaharini', 'kunjung', 'kampanye', 'kabupaten', 'via', 'beritajatimcom']",3,positif,positif,positif
303,"['dukung', 'tokoh', 'ulama', 'jawa', 'timur', 'kian', 'kuat', 'khofifahemil', 'dukung', 'jaring', 'tokoh', 'ulama', 'jawa', 'timur', 'alir', 'deras', 'pasang', 'khofifahemil', 'via', 'beritajatimcom']",19,positif,positif,positif
