tokens_stemmed,bobot_nilai_total,label,tokens_stemmed_string,Prediksi_Naive_Bayes,Probabilitas_NB,Prediksi_Logistic_Regression,Probabilitas_LR
"['frustasi', 'tertawa', 'edar', 'video', 'tiktok', 'tampil', 'calon', 'gubernur', 'jawa', 'timur', 'nomor', 'urut', 'khofifah', 'indar', 'parawansa', 'klaim', 'bagi', 'bantu', 'dana', 'rp', 'juta', 'tiktok', 'menit']",5,positif,frustasi tertawa edar video tiktok tampil calon gubernur jawa timur nomor urut khofifah indar parawansa klaim bagi bantu dana rp juta tiktok menit,positif,60.24%,positif,43.74%
"['video', 'warga', 'jatim', 'kecoh', 'aplikasi', 'majadigi', 'lahir', 'era', 'khofifahemil']",-1,negatif,video warga jatim kecoh aplikasi majadigi lahir era khofifahemil,negatif,56.08%,negatif,38.83%
['haru'],0,netral,haru,negatif,48.08%,positif,36.33%
['kerennn'],0,netral,kerennn,negatif,48.08%,positif,36.33%
"['jatim', 'kerenn', 'habis']",0,netral,jatim kerenn habis,negatif,50.18%,netral,49.08%
"['nyala', 'kuu']",0,netral,nyala kuu,negatif,39.28%,netral,61.04%
['tabarakallah'],0,netral,tabarakallah,negatif,48.08%,positif,36.33%
"['hadir', 'festival', 'anggur', 'krejengan', 'bu', 'khofifah', 'dukung', 'penuh', 'anggur', 'lambang', 'probolinggo']",-8,negatif,hadir festival anggur krejengan bu khofifah dukung penuh anggur lambang probolinggo,negatif,53.99%,positif,37.10%
"['selamat', 'pahlawan', 'mari', 'lanjut', 'juang', 'semangat', 'kontribusi', 'nyata', 'bangsa']",10,positif,selamat pahlawan mari lanjut juang semangat kontribusi nyata bangsa,positif,69.42%,positif,55.82%
"['kpu', 'kota', 'probolinggo', 'gelar', 'upacara', 'ingat', 'pahlawan', 'november']",0,netral,kpu kota probolinggo gelar upacara ingat pahlawan november,negatif,48.31%,netral,45.10%
"['kpu', 'kota', 'probolinggo', 'selamat', 'pahlawan', 'november']",4,positif,kpu kota probolinggo selamat pahlawan november,positif,57.13%,positif,38.87%
"['ribu', 'rawan', 'gus', 'ipul', 'nganjuk', 'deklarasi', 'dukung', 'penuh', 'khofifahemil', 'pilgub', 'jatim', 'wujud', 'jatim']",-2,negatif,ribu rawan gus ipul nganjuk deklarasi dukung penuh khofifahemil pilgub jatim wujud jatim,negatif,49.63%,positif,44.44%
"['mari', 'sama', 'jawa', 'timur', 'cantiq', 'kampanye', 'akbar', 'lum', 'mari', 'ramai', 'lulukhamidah']",10,positif,mari sama jawa timur cantiq kampanye akbar lum mari ramai lulukhamidah,positif,74.37%,positif,66.50%
"['bangun', 'jawa', 'timur', 'semangat', 'mbak', 'lulukhamidah', 'mas', 'lukmanulkhakim']",3,positif,bangun jawa timur semangat mbak lulukhamidah mas lukmanulkhakim,positif,77.74%,positif,62.31%
"['ayo', 'hadir', 'pesta', 'rakyat', 'jawa', 'timur', 'november', 'jember', 'sport', 'garden', 'kabupaten', 'jember', 'jahat', 'kelamin', 'wib']",0,netral,ayo hadir pesta rakyat jawa timur november jember sport garden kabupaten jember jahat kelamin wib,positif,66.42%,netral,54.22%
"['ayo', 'hadir', 'pesta', 'rakyat', 'jawa', 'timur', 'november', 'jember', 'sport', 'garden', 'kabupaten', 'jember', 'jahat', 'kelamin', 'wib']",0,netral,ayo hadir pesta rakyat jawa timur november jember sport garden kabupaten jember jahat kelamin wib,positif,66.42%,netral,54.22%
"['knapa', 'korupsi', 'gibrantweet', 'kaesangp', 'keluarga', 'jokowi', 'amp', 'kroni', 'proses', 'kpkri']",-1,negatif,knapa korupsi gibrantweet kaesangp keluarga jokowi amp kroni proses kpkri,negatif,67.86%,negatif,49.93%
"['khofifah', 'ajak', 'generasi', 'muda', 'cinta', 'lestari', 'budaya', 'wayang']",2,positif,khofifah ajak generasi muda cinta lestari budaya wayang,negatif,63.20%,negatif,47.89%
"['wayang', 'ki', 'akbar', 'nganjuk', 'khofifah', 'terima', 'wayang', 'kresna', 'simbol', 'jaya']",6,positif,wayang ki akbar nganjuk khofifah terima wayang kresna simbol jaya,positif,73.35%,positif,58.49%
"['temu', 'tokoh', 'agama', 'majelis', 'agung', 'gkjw', 'khofifah', 'tegas', 'komitmen', 'rawat', 'agam', 'jawa', 'timur']",4,positif,temu tokoh agama majelis agung gkjw khofifah tegas komitmen rawat agam jawa timur,positif,72.06%,positif,53.03%
"['marsruroh', 'wahid', 'ketua', 'muslimat', 'nu', 'komando', 'langsung', 'gerak', 'dukung', 'bu', 'khofifah', 'beliau', 'maju']",7,positif,marsruroh wahid ketua muslimat nu komando langsung gerak dukung bu khofifah beliau maju,positif,56.94%,positif,47.75%
"['kpu', 'kota', 'peobolinggo', 'gelar', 'media', 'gathering', 'siap', 'debat', 'publik', 'satu', 'pemiliban', 'wali', 'kota', 'wakil', 'wali', 'kota', 'probolinggo', 'jumat']",7,positif,kpu kota peobolinggo gelar media gathering siap debat publik satu pemiliban wali kota wakil wali kota probolinggo jumat,positif,71.09%,positif,44.80%
"['juru', 'bicara', 'luluklukman', 'majadigi', 'emil', 'bodoh', 'publik', 'seolaholah', 'cipta', 'era']",0,netral,juru bicara luluklukman majadigi emil bodoh publik seolaholah cipta era,negatif,40.80%,netral,49.21%
"['catat', 'iya', 'aplikasi', 'majadigi', 'luncur', 'adhy', 'karyono', 'lahir', 'era', 'khofifahemil']",-1,negatif,catat iya aplikasi majadigi luncur adhy karyono lahir era khofifahemil,negatif,48.07%,positif,36.96%
"['kpu', 'kota', 'probolinggo', 'gelar', 'debat', 'publik', 'satu', 'pilih', 'wali', 'kota', 'wakil', 'wali', 'kota', 'probolinggo']",2,positif,kpu kota probolinggo gelar debat publik satu pilih wali kota wakil wali kota probolinggo,positif,59.85%,netral,40.71%
"['diskusi', 'hangat', 'khofifah', 'tokoh', 'agama', 'gkjw', 'balewiyata', 'malang', 'bahas', 'rukun', 'umat', 'jawa', 'timur', 'harmonis', 'guyub']",0,netral,diskusi hangat khofifah tokoh agama gkjw balewiyata malang bahas rukun umat jawa timur harmonis guyub,negatif,45.65%,netral,44.18%
"['pesta', 'rakyat', 'jawa', 'timur', 'prestasi', 'november', 'sport', 'garden', 'wib', 'gasskeunnn']",4,positif,pesta rakyat jawa timur prestasi november sport garden wib gasskeunnn,positif,69.11%,positif,41.42%
"['kpu', 'kota', 'probolinggo', 'ikut', 'bimbing', 'teknis', 'mantap', 'guna', 'aplikasi', 'uji', 'coba', 'sirekap', 'pilih', 'serentak', 'gelar', 'kpu', 'provinsi', 'seninrabu']",3,positif,kpu kota probolinggo ikut bimbing teknis mantap guna aplikasi uji coba sirekap pilih serentak gelar kpu provinsi seninrabu,positif,65.08%,positif,51.14%
"['amat', 'politik', 'khofifah', 'kuasa', 'debat', 'pilgub', 'jatim', 'kandidat']",9,positif,amat politik khofifah kuasa debat pilgub jatim kandidat,positif,71.80%,positif,64.07%
"['debat', 'khofifah', 'nilai', 'simpati', 'masyarakat', 'berkat', 'solusi', 'prospektif']",12,positif,debat khofifah nilai simpati masyarakat berkat solusi prospektif,positif,71.88%,positif,64.70%
"['debat', 'pilih', 'kepala', 'daerah', 'khofifah', 'raih', 'simpati', 'publik', 'tanggap', 'fakta', 'data', 'hadap', 'serang', 'luluk']",-4,negatif,debat pilih kepala daerah khofifah raih simpati publik tanggap fakta data hadap serang luluk,negatif,58.39%,negatif,51.20%
"['khofifah', 'kunjung', 'sentra', 'bibit', 'buah', 'nganjuk', 'sukses', 'tembus', 'pasar', 'global']",5,positif,khofifah kunjung sentra bibit buah nganjuk sukses tembus pasar global,positif,65.69%,positif,58.46%
"['kpu', 'kota', 'probolinggo', 'selamat', 'sukses', 'iffa', 'rosita', 'mm', 'lantik', 'penggati', 'paw', 'anggota', 'kpu', 'republik', 'indonesia', 'periode']",7,positif,kpu kota probolinggo selamat sukses iffa rosita mm lantik penggati paw anggota kpu republik indonesia periode,positif,64.89%,positif,51.88%
"['sindir', 'habis', 'khofifah', 'luluk', 'pasti', 'kantor', 'perintah', 'provinsi', 'jatim', 'geledah', 'kpk']",-3,negatif,sindir habis khofifah luluk pasti kantor perintah provinsi jatim geledah kpk,negatif,62.47%,negatif,46.32%
"['berkalikali', 'patah', 'argumen', 'khofifah', 'panggung', 'debat', 'hasil', 'polling', 'luluk', 'lesat']",-2,negatif,berkalikali patah argumen khofifah panggung debat hasil polling luluk lesat,negatif,51.37%,positif,53.10%
"['usung', 'risma', 'cagub', 'jatim', 'hasto', 'megawati', 'duit', 'piro']",0,netral,usung risma cagub jatim hasto megawati duit piro,negatif,63.25%,netral,45.51%
"['video', 'teman', 'khofifah', 'kampanye', 'ketua', 'pdip', 'trenggalek', 'belabelain', 'seragam', 'muslimat', 'nu']",4,positif,video teman khofifah kampanye ketua pdip trenggalek belabelain seragam muslimat nu,positif,51.56%,netral,38.60%
"['debat', 'khofifah', 'nilai', 'simpati', 'masyarakat', 'solusi', 'prospektif']",11,positif,debat khofifah nilai simpati masyarakat solusi prospektif,positif,71.88%,positif,64.70%
"['amat', 'tampil', 'khofifahemil', 'debat', 'cermin', 'sosok', 'birokrat', 'kompeten']",5,positif,amat tampil khofifahemil debat cermin sosok birokrat kompeten,positif,65.02%,positif,60.75%
"['khofifah', 'tegas', 'komitmen', 'cegah', 'korupsi', 'birokrasi', 'perintah', 'bersih', 'transparan']",-1,negatif,khofifah tegas komitmen cegah korupsi birokrasi perintah bersih transparan,positif,62.48%,positif,54.14%
"['kerja', 'nyata', 'khofifahemil', 'periode', 'dorong', 'warga', 'pasar', 'atom', 'dukung']",11,positif,kerja nyata khofifahemil periode dorong warga pasar atom dukung,positif,69.60%,positif,59.22%
"['khofifah', 'dieluelukan', 'dagang', 'unjung', 'pasar', 'atom', 'surabaya', 'lanjut', 'pimpin']",0,netral,khofifah dieluelukan dagang unjung pasar atom surabaya lanjut pimpin,positif,47.52%,netral,39.14%
"['warga', 'tionghoa', 'surabaya', 'antusias', 'dukung', 'khofifah', 'harap', 'periode', 'maju', 'jawa', 'timur']",3,positif,warga tionghoa surabaya antusias dukung khofifah harap periode maju jawa timur,positif,61.68%,positif,59.70%
"['kpu', 'kota', 'probolinggo', 'gelar', 'rapat', 'teknis', 'siap', 'debat', 'publik', 'pilih', 'wali', 'kota', 'wakil', 'wali', 'kota', 'probolinggo', 'senin']",-1,negatif,kpu kota probolinggo gelar rapat teknis siap debat publik pilih wali kota wakil wali kota probolinggo senin,positif,57.37%,netral,44.65%
"['emil', 'dardak', 'tanggap', 'paslon', 'nomor', 'urut', 'data', 'fakta']",-3,negatif,emil dardak tanggap paslon nomor urut data fakta,negatif,57.82%,negatif,36.95%
"['khofifah', 'jatim', 'iklim', 'insvestasi', 'baik', 'indonesia', 'tingkat', 'anggur', 'rendah']",-6,negatif,khofifah jatim iklim insvestasi baik indonesia tingkat anggur rendah,negatif,52.80%,positif,40.89%
"['khofifah', 'kan', 'hasil', 'perintah', 'provinsi', 'jatim', 'debat', 'pilih', 'kepala', 'daerah']",4,positif,khofifah kan hasil perintah provinsi jatim debat pilih kepala daerah,positif,66.54%,positif,57.70%
"['kpu', 'kota', 'probolinggo', 'gelar', 'rapat', 'koordinasi', 'siap', 'debat', 'publik', 'pilih', 'wali', 'kota', 'wakil', 'wali', 'kota', 'probolinggo', 'minggu']",0,netral,kpu kota probolinggo gelar rapat koordinasi siap debat publik pilih wali kota wakil wali kota probolinggo minggu,positif,60.17%,netral,49.31%
"['kpu', 'kota', 'probolinggo', 'proses', 'sortir', 'lipat', 'surat', 'suara', 'pilih', 'gubernur', 'wakil', 'gubernur', 'wali', 'kota', 'wakil', 'wali', 'kota', 'probolinggo', 'sabtu']",-3,negatif,kpu kota probolinggo proses sortir lipat surat suara pilih gubernur wakil gubernur wali kota wakil wali kota probolinggo sabtu,negatif,58.85%,negatif,41.37%
"['kpu', 'kota', 'probolinggo', 'terima', 'logistik', 'surat', 'suara', 'pilih', 'gubernur', 'wakil', 'gubernur', 'jawa', 'timur', 'kamis']",0,netral,kpu kota probolinggo terima logistik surat suara pilih gubernur wakil gubernur jawa timur kamis,positif,52.81%,netral,41.31%
"['khofifah', 'pamer', 'terima', 'harga', 'luluk', 'rakyat', 'jatim', 'miskin']",-3,negatif,khofifah pamer terima harga luluk rakyat jatim miskin,negatif,47.28%,positif,38.27%
"['salam', 'asli', 'palsu', 'komunitas', 'ojol', 'menang', 'rismagus', 'hans']",0,netral,salam asli palsu komunitas ojol menang rismagus hans,negatif,60.69%,netral,42.08%
"['damping', 'khofifah', 'kampanye', 'ipin', 'belabelain', 'pakai', 'baju', 'seragam', 'muslimat', 'nu']",7,positif,damping khofifah kampanye ipin belabelain pakai baju seragam muslimat nu,positif,36.85%,netral,41.10%
"['debat', 'pilgub', 'jatim', 'harap', 'gus', 'hans', 'debat', 'emil', 'lukman']",6,positif,debat pilgub jatim harap gus hans debat emil lukman,positif,65.29%,positif,70.12%
"['luluk', 'senggol', 'khofifah', 'jelang', 'debat', 'jatim', 'ubah', 'gantiin']",6,positif,luluk senggol khofifah jelang debat jatim ubah gantiin,positif,66.98%,positif,65.68%
"['tepis', 'dukung', 'khofifah', 'ipin', 'target', 'rismagus', 'hans', 'menang', 'trenggalek']",3,positif,tepis dukung khofifah ipin target rismagus hans menang trenggalek,positif,55.72%,positif,53.23%
"['ipin', 'seragam', 'muslimat', 'nu', 'damping', 'khofifah', 'kampanye', 'gus', 'hans', 'wajar', 'kayak', 'eri', 'cahyadi']",0,netral,ipin seragam muslimat nu damping khofifah kampanye gus hans wajar kayak eri cahyadi,positif,42.29%,netral,43.31%
"['video', 'ketua', 'timses', 'rismagus', 'hans', 'blakblakan', 'jengkel', 'pdip']",-4,negatif,video ketua timses rismagus hans blakblakan jengkel pdip,negatif,59.12%,negatif,50.22%
"['video', 'manuver', 'ketua', 'ansor', 'jatim', 'dukung', 'khofifah', 'baju', 'brigade', 'bunda']",1,positif,video manuver ketua ansor jatim dukung khofifah baju brigade bunda,positif,56.12%,positif,53.46%
"['pdip', 'target', 'rismagus', 'hans', 'menang', 'tebal', 'surabaya', 'adi', 'sutarwijono']",1,positif,pdip target rismagus hans menang tebal surabaya adi sutarwijono,negatif,53.26%,negatif,41.36%
"['elektabilitas', 'khofifahemil', 'kokoh', 'angka', 'lawan', 'ngarep', 'kejar']",-8,negatif,elektabilitas khofifahemil kokoh angka lawan ngarep kejar,negatif,48.53%,netral,45.80%
"['hasto', 'lecut', 'urus', 'pdip', 'wilayah', 'juang', 'rismagus', 'hans', 'lawan', 'intimidasi']",-8,negatif,hasto lecut urus pdip wilayah juang rismagus hans lawan intimidasi,negatif,73.89%,negatif,44.96%
"['tani', 'bibit', 'durian', 'ripto', 'jatim', 'laju', 'khofifah', 'bantu', 'akses', 'modal', 'maju', 'tani']",0,netral,tani bibit durian ripto jatim laju khofifah bantu akses modal maju tani,negatif,49.76%,netral,50.53%
"['dukung', 'khofifahemil', 'kuat', 'ayo', 'maju', 'pencak', 'silat', 'jatim', 'cipta', 'atlet', 'hebat', 'prestasi']",7,positif,dukung khofifahemil kuat ayo maju pencak silat jatim cipta atlet hebat prestasi,positif,71.62%,positif,56.85%
"['khofifah', 'kunjung', 'sentra', 'batik', 'sidoarjo', 'apresiasi', 'usaha', 'lokal']",-3,negatif,khofifah kunjung sentra batik sidoarjo apresiasi usaha lokal,negatif,57.02%,negatif,41.88%
"['kerja', 'nyata', 'khofifahemil', 'dagang', 'pasar', 'wadung', 'asri', 'kompak', 'dukung']",9,positif,kerja nyata khofifahemil dagang pasar wadung asri kompak dukung,positif,74.72%,positif,61.61%
"['layan', 'sehat', 'gratis', 'pasar', 'keling', 'surabaya', 'khofifah', 'ramai', 'kerumun', 'warga']",2,positif,layan sehat gratis pasar keling surabaya khofifah ramai kerumun warga,positif,71.79%,positif,58.32%
"['lsi', 'denny', 'khofifahemil', 'unggul', 'dukung', 'solid']",4,positif,lsi denny khofifahemil unggul dukung solid,positif,82.82%,positif,69.42%
"['dukung', 'dagang', 'pasar', 'wadung', 'asri', 'sidoarjo', 'kuat', 'peluang', 'khofifah']",4,positif,dukung dagang pasar wadung asri sidoarjo kuat peluang khofifah,positif,60.38%,positif,49.51%
"['mas', 'ipin', 'khofifah', 'masyarakat', 'pasar', 'subuh', 'trenggalek', 'hangat']",1,positif,mas ipin khofifah masyarakat pasar subuh trenggalek hangat,positif,73.88%,positif,49.77%
"['khofifah', 'borong', 'batik', 'sentra', 'batik', 'sidoarjo', 'dukung', 'produk', 'lokal']",8,positif,khofifah borong batik sentra batik sidoarjo dukung produk lokal,negatif,55.06%,positif,50.11%
"['layan', 'sehat', 'gratis', 'khofifah', 'pasar', 'keling', 'surabaya', 'sambut', 'hangat', 'dagang']",8,positif,layan sehat gratis khofifah pasar keling surabaya sambut hangat dagang,positif,81.80%,positif,60.84%
"['komitmen', 'bangun', 'infrastruktur', 'manfaat', 'masyarakat', 'patut', 'contoh']",2,positif,komitmen bangun infrastruktur manfaat masyarakat patut contoh,positif,76.51%,positif,59.66%
"['moga', 'khofifah', 'menang']",0,netral,moga khofifah menang,negatif,64.35%,netral,51.76%
"['bukti', 'depan']",-3,negatif,bukti depan,negatif,70.44%,negatif,54.88%
"['gubernur', 'ku', 'jatim', 'all', 'in', 'khofifah']",0,netral,gubernur ku jatim all in khofifah,negatif,42.43%,netral,48.19%
"['daya', 'jatim', 'iya', 'bu']",0,netral,daya jatim iya bu,positif,56.78%,netral,47.57%
"['keren', 'dedikasi', 'tulus']",4,positif,keren dedikasi tulus,negatif,50.12%,positif,42.51%
"['kunjung', 'bangkal', 'risma', 'ziarah', 'makam', 'sultan', 'abdul', 'kadirun', 'calon', 'gubernur', 'jatim', 'tri', 'rismaharini', 'ziarah', 'makam', 'sultan', 'abdul', 'kadirun', 'bangkal', 'via', 'beritajatimcom']",-8,negatif,kunjung bangkal risma ziarah makam sultan abdul kadirun calon gubernur jatim tri rismaharini ziarah makam sultan abdul kadirun bangkal via beritajatimcom,negatif,76.00%,negatif,54.79%
"['nyala', 'khoff', 'wayahe', 'jatim', 'cerdas']",0,netral,nyala khoff wayahe jatim cerdas,netral,53.19%,netral,64.96%
"['ero', 'dewe', 'gubenur', 'jatim', 'sopo']",0,netral,ero dewe gubenur jatim sopo,negatif,58.52%,netral,47.76%
"['ingat', 'atas', 'ibuke', 'warga', 'jatim', 'cerdas']",-5,negatif,ingat atas ibuke warga jatim cerdas,negatif,50.00%,netral,39.64%
"['periode', 'wwrga', 'jatim']",0,netral,periode wwrga jatim,negatif,50.73%,negatif,41.19%
"['wayahe', 'jatim', 'cerdas']",0,netral,wayahe jatim cerdas,netral,38.77%,netral,56.56%
"['kpu', 'kota', 'probolinggo', 'ppk', 'kota', 'probolinggo', 'hadir', 'kosolidasi', 'wilayah', 'pulkada', 'serentak', 'gelar', 'kpu', 'provinsi', 'jawa', 'timur', 'selasarabu']",2,positif,kpu kota probolinggo ppk kota probolinggo hadir kosolidasi wilayah pulkada serentak gelar kpu provinsi jawa timur selasarabu,positif,68.57%,positif,44.79%
['nyala'],0,netral,nyala,negatif,39.28%,netral,61.04%
"['awan', 'cak']",0,netral,awan cak,negatif,53.91%,negatif,38.54%
"['ero', 'dewekam', 'sopo', 'song', 'menang']",-1,negatif,ero dewekam sopo song menang,negatif,65.28%,netral,42.87%
"['bulan', 'kampanye', 'bawaslu', 'kota', 'diri', 'terima', 'lapor', 'duga', 'langgar', 'pilih', 'kepala', 'daerah']",4,positif,bulan kampanye bawaslu kota diri terima lapor duga langgar pilih kepala daerah,negatif,55.64%,negatif,45.85%
"['buseeett', 'lembaga', 'survey', 'menang', 'survei', 'baru', 'pilgub', 'jatim', 'elektabilitas', 'khofifahemil', 'kokoh', 'panas', 'najwa', 'shihab']",-3,negatif,buseeett lembaga survey menang survei baru pilgub jatim elektabilitas khofifahemil kokoh panas najwa shihab,positif,43.12%,netral,45.25%
"['luluk', 'ngiang', 'gubernur', 'jatim', 'diam', 'tani', 'tembakau', 'ancam', 'sindir', 'khofifah']",-12,negatif,luluk ngiang gubernur jatim diam tani tembakau ancam sindir khofifah,negatif,69.74%,negatif,49.81%
"['daerah', 'takluk', 'khofifahemil', 'lumbung', 'suara', 'rismagus', 'hans']",1,positif,daerah takluk khofifahemil lumbung suara rismagus hans,negatif,50.09%,positif,46.40%
"['kpu', 'kota', 'probolinggo', 'gelar', 'sosialisasi', 'didik', 'pilih', 'nonton', 'bareng', 'film', 'tepat', 'janji', 'smk', 'negeri', 'kota', 'probolinggo', 'senin']",-2,negatif,kpu kota probolinggo gelar sosialisasi didik pilih nonton bareng film tepat janji smk negeri kota probolinggo senin,positif,52.21%,negatif,39.38%
"['artis', 'dike', 'sabrina', 'hibur', 'serta', 'colour', 'fun', 'run', 'sosialisasi', 'didik', 'pilih', 'pilgub', 'jatim', 'pilwali', 'kota', 'probolinggo', 'minggu']",1,positif,artis dike sabrina hibur serta colour fun run sosialisasi didik pilih pilgub jatim pilwali kota probolinggo minggu,positif,59.60%,positif,42.44%
"['kpu', 'kota', 'probolinggo', 'sedia', 'doorprize', 'serta', 'colour', 'fun', 'run', 'hadiah', 'utama', 'sepeda', 'motor', 'minggu']",4,positif,kpu kota probolinggo sedia doorprize serta colour fun run hadiah utama sepeda motor minggu,positif,66.18%,positif,51.21%
